"restaurant name",city,cuisines,"aggregate rating",cost
"Khalsa Hindu Hotel","New Delhi","North Indian",2.9,5.850
"Mahalaxmi Mishthan Bhandar","New Delhi","Mithai, Street Food",3.3,1.300
McDonald's,"New Delhi","Fast Food, Burger",3,6.500
McDonald's,"New Delhi","Fast Food, Burger",3,6.500
"Natraj Cafe","New Delhi","North Indian, Fast Food, South Indian",3.4,3.900
"Padam Chaat Corner","New Delhi","Street Food",3,1.300
"Pandit Ved Prakash Lemon Wale","New Delhi","Beverages, Street Food",3.2,0.650
"Pt. Babu Ram Devi Dayal Paranthe Wale","New Delhi","North Indian",3,1.950
"Rabri Bhandar","New Delhi",Mithai,3.2,1.950
"Ram Parshad Makhan Lal","New Delhi",Mithai,3.4,1.300
Rambhoj,"New Delhi","North Indian, South Indian",2.9,1.950
"Rehmatullah's Hotel","New Delhi",Mughlai,3,1.300
"Sharma Bhojnalay","New Delhi","North Indian",3,1.300
"Shree Balaji Chaat Bhandar","New Delhi","Street Food",3.2,1.300
"Shri Duli Chand Naresh Gupta","New Delhi",Desserts,3.4,1.300
"Shri Hari Sharnam","New Delhi","North Indian, South Indian",3.1,5.200
"Sindhi Chicken","New Delhi","North Indian",2.9,5.200
"Soni Bhojnalaya","New Delhi","North Indian",3,3.900
"Super Restaurant","New Delhi","North Indian",2.9,3.250
"Tiwari Ji Confectioner","New Delhi","Street Food",3.1,1.300
"Wah Ji Wah","New Delhi","North Indian, Chinese",2.8,5.850
"Zaika Mughlai Foods","New Delhi","Mughlai, Biryani",3.3,7.150
"Al Yousuf","New Delhi",Mughlai,3.7,2.600
"Amritsari Lassi Wala","New Delhi",Beverages,3.8,1.300
"Annapurna Bhandar","New Delhi",Mithai,3.8,1.300
"Bishan Swaroop Chaat Bhandar","New Delhi","Street Food",3.7,1.950
"Gole Hatti","New Delhi","North Indian",3.8,1.950
Haldiram's,"New Delhi","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.9,7.800
Kanwarji's,"New Delhi","Street Food, Chinese, North Indian, Mithai",3.9,3.900
"Kedarnath Prem Chand Halwai","New Delhi","Mithai, Street Food",3.7,1.300
Keventers,"New Delhi",Beverages,3.7,5.200
"Khan Omelette Corner","New Delhi","Fast Food",3.6,1.950
"Natraj Dahi Bhalle Wala","New Delhi","Street Food",3.9,1.300
"Old Famous Jalebi Wala","New Delhi","Mithai, Street Food",3.9,1.300
"Pt. Gaya Prasad Shiv Charan Paranthe Wale","New Delhi","North Indian",3.6,1.950
"Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale","New Delhi","North Indian",3.6,1.950
"Shiv Misthan Bhandar","New Delhi","Mithai, Street Food",3.8,1.300
"Special Jalebi Wala","New Delhi",Mithai,3.5,1.300
"Tewari Bros Confectioners","New Delhi","Street Food, North Indian, South Indian, Mithai",3.5,2.600
"Annapurna Chaat & Sweets","New Delhi","Street Food",0,1.300
"Delhi-6 The Chicken Planet","New Delhi","Biryani, Mughlai",0,3.900
"Dessi Food","New Delhi","Street Food",0,1.300
"Foody Dragon","New Delhi",Chinese,0,3.900
"Grover Eating Point","New Delhi","North Indian",0,2.600
"Hotel 121 Shakahari","New Delhi","North Indian",0,3.900
"Lala Chaap Corner","New Delhi","Fast Food",0,2.600
"Meghraj & Sons","New Delhi","Street Food, Mithai",0,2.600
"Old Kheer Shop","New Delhi",Desserts,0,1.300
"Punjabi Chicken","New Delhi","North Indian",0,5.200
"Ratan Singh","New Delhi",Mithai,0,0.650
"Shri Bhujia Bhandar","New Delhi","Street Food, Mithai",0,1.300
"Chaina Ram Sindhi Confectioners","New Delhi","Mithai, Street Food",4.2,2.600
"Giani's di Hatti","New Delhi","Ice Cream, Mithai, North Indian, Street Food",4.3,1.950
"Jung Bahadur Kachori Wala","New Delhi","Street Food",4.1,0.650
"Lakhori - Haveli Dharampura","New Delhi","Mughlai, Street Food",4.4,39.000
"Milk n More","New Delhi","Desserts, Street Food",3.1,1.300
"Kuremal Mohan Lal Kulfi Wale","New Delhi","Ice Cream",4.5,2.600
"Hira Chaat Corner","New Delhi","Street Food",3.6,1.300
"Kuremal Mahavir Prasad Kulfi Wale","New Delhi","Ice Cream",3.9,3.900
"Shakahari Restaurant","New Delhi","North Indian",3.6,3.900
"Shri Gujrat Namkeen Bhandar","New Delhi","Street Food, Mithai",3.6,1.300
"Standard Sweets","New Delhi","Mithai, North Indian",3.6,2.600
Sudarshan,"New Delhi","Street Food, Beverages",3.7,1.950
"Ustad Moinuddin Kebab","New Delhi","Fast Food",3.7,1.300
"Ashok Chaat Corner","New Delhi","Street Food",4.1,1.300
"Jain Coffee House","New Delhi","Fast Food, Beverages",4.1,1.950
"Shyam Sweets","New Delhi","Mithai, Street Food",4.1,1.950
"Spicy Food Court","New Delhi","North Indian, Mughlai, Chinese",2.7,6.500
"Aristocrat Sweet Shop","New Delhi","Mithai, Bakery",3.1,3.900
"Balluchi's - The Royal Cuisine","New Delhi","North Indian, Mughlai, Chinese",3,10.400
"Bunty Dhaba","New Delhi","North Indian, Chinese",3.2,6.500
"Gopal's Restaurant & Caterer's","New Delhi","North Indian, Fast Food",2.7,3.900
"Horn Please","New Delhi","North Indian, Mughlai, Chinese",3,13.000
"Khatey Raho","New Delhi","North Indian, Mughlai, Fast Food, South Indian",3.3,3.250
"Kolkata Biryani House","New Delhi","North Indian, Mughlai, Biryani",3.4,6.500
"Kolkata Hot Kathi Roll","New Delhi","Fast Food",3.2,1.950
"Madly Bangalee","New Delhi","Mughlai, North Indian, Bengali, Continental",2.7,5.200
"Oh! China","New Delhi","Chinese, Thai",2.9,7.800
"Punjabi Zaika","New Delhi","Chinese, Mughlai, North Indian",2.9,6.500
"Rabi Snacks Corner","New Delhi","Fast Food",3.4,3.900
"Republic of Chicken","New Delhi","Raw Meats, Fast Food",2.7,5.200
"Roll n Roast","New Delhi","North Indian, Chinese",3.3,3.250
"Roller's High","New Delhi","North Indian, Mughlai",3.2,6.500
"Royal Chick 'N'","New Delhi","Mughlai, North Indian, Chinese",3.3,3.900
"Royal Kolkata Biryani","New Delhi","North Indian, Chinese, Biryani",2.7,6.500
"Sameer's Restaurant","New Delhi","North Indian, Mughlai, Chinese",2.5,7.800
"Sanjha Chulha","New Delhi","North Indian, Mughlai",2.7,7.150
Shepherd's,"New Delhi","Fast Food",3.1,3.250
"Soya King","New Delhi","North Indian",2.6,4.550
"Tasty Tonight","New Delhi","North Indian, Mughlai, Chinese",3.1,13.000
"The Mustard","New Delhi",Bengali,2.9,6.500
"Tibb's Frankie","New Delhi","Fast Food",3.2,3.250
"Wazwaan Restaurant","New Delhi","North Indian, Kashmiri",3.2,15.600
"Yummi Kolkataa","New Delhi",Mithai,3.2,1.950
"Annapurna Sweet House","New Delhi","Mithai, Street Food",3.7,1.950
Ashirbad,"New Delhi","Fast Food",3.6,1.300
"Chocolatiers - The Chocolate Boutique","New Delhi",Desserts,3.8,1.300
"Dadu Cutlet Shop","New Delhi","Fast Food",3.7,1.300
"Dogs & Wiches","New Delhi","Continental, American, Fast Food",3.9,7.800
"Maa Tara","New Delhi","Bengali, North Indian",3.6,6.500
"My Spice Kitchen","New Delhi","North Indian, Mughlai, Biryani, Bengali",3.5,8.450
"The Singing Tree","New Delhi",Beverages,3.7,1.300
"Baba Chicken Ludhiana Wale","New Delhi","North Indian",0,5.200
"Bengal Snacks","New Delhi","Fast Food",0,3.900
"Brownies & More","New Delhi","Bakery, Fast Food",0,1.300
"Cafe Coffee Day","New Delhi",Cafe,0,5.850
"Craving Cure","New Delhi",Chinese,0,3.900
Cuisine,"New Delhi","North Indian, Mughlai, Chinese",0,19.500
"Food Nation","New Delhi","North Indian, Chinese",0,5.200
"Kamala Fast Food & Chinese","New Delhi","Fast Food, Chinese",0,3.900
"Lokenath Sweets","New Delhi",Mithai,0,1.950
"Me and My Cake","New Delhi","Bakery, Desserts",0,6.500
"Chulha Punjabi Da","New Delhi","North Indian, Chinese, Fast Food",2.4,7.800
"Viva Hyderabad","New Delhi","Biryani, North Indian",2.3,7.800
"Metro Grill","New Delhi","North Indian, Mughlai, Chinese",3.4,15.600
"Cafe Cruise","New Delhi","Continental, North Indian, Chinese",2.8,16.900
"Etal The Lounge Bar","New Delhi","North Indian, Italian, Fast Food",3.2,26.000
"Game of Legends - Sports Bar, Grill, & Lounge","New Delhi","North Indian, Chinese, Continental, Italian",3.5,18.850
Al-raaya,"New Delhi","Mughlai, North Indian",3.1,7.800
"Authentique Bites","New Delhi","Bakery, Desserts",3.2,3.900
Embassy,"New Delhi","Chinese, North Indian, Mughlai",3,15.600
"Narang's Bake 'n' Cake","New Delhi","Bakery, Desserts, Fast Food",3,5.200
"New Darvesh","New Delhi","Chinese, South Indian",3,1.950
1UP,"New Delhi","Cafe, Italian, Continental",3.5,15.600
"Gujarati Samaj Santushti","New Delhi",Gujarati,3.6,3.900
"Hind Bakery & Chinese Fast Food","New Delhi","Fast Food",0,1.950
"Hot Pot","New Delhi",Chinese,0,1.950
"Punjabi Flavour","New Delhi","North Indian",0,1.300
"Saras Fast Food Feast","New Delhi","North Indian, South Indian",0,3.900
"Shama Chicken Corner","New Delhi","Biryani, Mughlai",0,3.900
"The Night Owl","New Delhi",Chinese,0,5.850
"Wimpy Sweets And Confectioners","New Delhi","Bakery, Mithai",0,1.950
"Boa Village","New Delhi","Chinese, Japanese, Korean, Asian",4,19.500
"Anand Ji Restaurant","New Delhi","Chinese, North Indian, Street Food",3.1,5.200
"Baskin Robbins","New Delhi","Ice Cream",3.3,3.900
"Bhoj Restaurant","New Delhi","North Indian, Mughlai",2.8,7.800
"Brijwasi Restaurant","New Delhi","North Indian, Chinese",2.8,5.200
"Cafe Coffee Day - The Lounge","New Delhi",Cafe,3.2,9.750
"Cafe Coffee Day","New Delhi",Cafe,2.9,5.850
"Chaat Tadka","New Delhi","North Indian, Street Food, Mithai",2.8,3.900
"Chawla's Unique Chicken Corner","New Delhi","North Indian, Mughlai",3.2,7.800
"Dawat Khana","New Delhi","North Indian, Mughlai, Chinese",2.5,20.800
"Eat n Joy","New Delhi","North Indian, Mughlai",3.2,6.500
"Khan Chicken Biryani","New Delhi","North Indian",2.9,6.500
"Kolkata Roll","New Delhi","Fast Food",2.8,2.600
"R. Ahmad Food","New Delhi","North Indian",3,5.850
"Sab Ke Khatir","New Delhi","North Indian, Mughlai",3.1,7.800
"Bon Bon Pastry Shop","New Delhi","Bakery, Desserts, Fast Food",3.5,1.950
Moksha,"New Delhi","North Indian",3.7,18.200
"Pebble Street","New Delhi","Italian, Tex-Mex, Continental, North Indian",3.9,31.200
"Kebab Gallery","New Delhi","North Indian, Lucknowi",0,5.200
Amber,"New Delhi","North Indian, Chinese, Mughlai",2.6,23.400
"Attitude Kitchen & Bar","New Delhi","North Indian, Continental, Italian",2.9,16.900
"Cafe Coffee Day","New Delhi",Cafe,3.4,5.850
"Castle 9","New Delhi","Finger Food, Continental, North Indian, Chinese",3.1,17.550
"Costa Coffee","New Delhi",Cafe,3.4,7.800
"Delhi Darbar Dhaba","New Delhi","North Indian, Chinese",3.2,5.200
"Garam Dharam","New Delhi","North Indian",3.4,16.900
"Gola Sizzlers","New Delhi","Chinese, North Indian, Mughlai, Continental",3,20.800
"Indian Coffee House","New Delhi","Fast Food",3.3,2.600
"My Bar Lounge & Restaurant","New Delhi","North Indian, Chinese, Italian, Continental",2.7,13.000
"My Bar Square","New Delhi","North Indian, Chinese, Italian, Continental",2.5,13.000
"Sagar Ratna","New Delhi","South Indian, North Indian, Chinese",3.4,7.800
"The Immigrant Cafe","New Delhi","North Indian, Italian, Continental",3.2,14.300
"MOB Brewpub","New Delhi","Continental, Italian, Asian, Indian",4.7,19.500
"Naturals Ice Cream","New Delhi","Ice Cream",4.9,1.950
"Zabardast Indian Kitchen","New Delhi","North Indian",4.7,23.400
"Anand Restaurant","New Delhi","North Indian",3.6,7.150
Berco's,"New Delhi","Chinese, Thai",3.9,14.300
Blues,"New Delhi","Continental, Mexican, American, Italian, North Indian",3.7,14.300
"Burger King","New Delhi","Burger, Fast Food",3.8,6.500
"Burger Singh","New Delhi","Burger, Juices, Finger Food",3.6,6.500
"Cafe Coffee Day The Square","New Delhi",Cafe,3.6,9.100
"Cafe Dalal Street","New Delhi","North Indian, European",3.7,19.500
"Cafe Hawkers","New Delhi","Chinese, Continental, North Indian",3.7,15.600
"Cafe Public Connection","New Delhi","North Indian, Continental, Italian",3.7,15.600
"Caf刺 MRP","New Delhi","North Indian, Chinese, Italian, Mediterranean",3.6,10.400
"Caffe Tonino","New Delhi","Pizza, Italian, Cafe",3.9,18.200
"Cha Bar","New Delhi",Cafe,3.9,6.500
Chaayos,"New Delhi","Cafe, Tea",3.9,5.200
"Chew - Pan Asian Cafe","New Delhi","Asian, Japanese, Chinese, Thai",3.9,22.100
"China Garden","New Delhi",Chinese,3.9,23.400
"Desi Vibes","New Delhi","North Indian, Mughlai",3.9,18.200
"Domino's Pizza","New Delhi","Pizza, Fast Food",3.7,9.100
"Dunkin' Donuts","New Delhi","Burger, Desserts, Fast Food",3.8,7.800
"Dunkin' Donuts","New Delhi","Burger, Desserts, Fast Food",3.9,7.800
Embassy,"New Delhi","North Indian, Continental, European",3.5,26.000
FLYP@MTV,"New Delhi","North Indian, Mexican, Italian, Continental",3.9,15.600
GoGourmet,"New Delhi","Healthy Food, Beverages",3.7,7.800
Haldiram's,"New Delhi","Street Food, North Indian, South Indian, Chinese, Mithai",3.9,7.150
"Indian Grill Company","New Delhi","North Indian, Continental",3.7,16.900
"Jain Chawal Wale","New Delhi","North Indian",3.8,3.250
"Jungle Jamboree","New Delhi","North Indian, Continental, Chinese, Italian, Thai, Mughlai",3.8,15.600
"Kake Da Hotel","New Delhi","North Indian",3.5,7.800
"Kebab Xpress","New Delhi","North Indian, Mughlai",3.5,7.800
KFC,"New Delhi","American, Fast Food",3.7,6.500
"Khan Chacha","New Delhi","Mughlai, North Indian",3.7,8.450
"Kinbuck 2","New Delhi","North Indian, Italian, Mexican, Chettinad, Chinese, Lebanese",3.9,20.800
"La Americana","New Delhi","Fast Food, Burger",3.7,5.850
"Lady Baga","New Delhi","Goan, Seafood",3.7,15.600
"Life Caffe","New Delhi","Cafe, North Indian, Italian, Japanese, Fast Food",3.6,19.500
"Lord of the Drinks","New Delhi","European, Chinese, North Indian, Italian",3.9,28.600
McDonald's,"New Delhi","Fast Food, Burger",3.8,6.500
McDonald's,"New Delhi","Fast Food, Burger",3.7,6.500
"Moets Arabica","New Delhi","Arabian, Mexican",3.5,5.200
"Mother India","New Delhi","Bengali, South Indian, North Indian, Mughlai",3.9,18.200
"Mughlai Junction","New Delhi","North Indian, Mughlai",3.9,8.450
"My Bar Headquarters","New Delhi","North Indian, Mughlai, Chinese",3.7,13.000
Nando's,"New Delhi","Portuguese, African",3.7,15.600
"Nizam's Kathi Kabab","New Delhi","North Indian, Fast Food",3.8,11.700
"Oh My God","New Delhi","North Indian, Italian, Chinese, Mexican",3.8,18.200
"Open House Cafe","New Delhi","North Indian, Chinese, Mughlai, Italian",3.8,22.100
"Parikrama - The Revolving Restaurant","New Delhi","North Indian, Chinese, Mughlai",3.8,31.200
"Pind Balluchi","New Delhi","North Indian, Mughlai",3.6,13.000
"Pizza Hut","New Delhi","Italian, Pizza, Fast Food",3.5,13.000
"Playboy Cafe","New Delhi","North Indian, Chinese, Continental",3.7,14.300
Privee',"New Delhi","Chinese, Italian, Continental, North Indian",3.6,65.000
"Punjabi By Nature","New Delhi","North Indian, Mughlai",3.7,14.300
"Quote - The Eclectic Bar and Lounge","New Delhi","Finger Food, European, North Indian",3.5,22.100
"Rajdhani Thali Restaurant","New Delhi","Gujarati, Rajasthani",3.6,12.350
"Route 04","New Delhi","Continental, American, Tex-Mex, North Indian",3.5,17.550
Sbarro,"New Delhi","Pizza, Italian",3.5,7.800
"Shake Square","New Delhi","Beverages, Fast Food",3.7,5.200
"South Indian Snacks","New Delhi","South Indian",3.6,3.900
"SSKY Bar & Lounge","New Delhi","Mughlai, North Indian, Chinese",3.5,36.400
Starbucks,"New Delhi",Cafe,3.8,9.100
Subway,"New Delhi","American, Fast Food, Salad, Healthy Food",3.5,6.500
Tamasha,"New Delhi","Finger Food, North Indian, Continental, Italian",3.7,20.800
"Taste of China","New Delhi","Chinese, Thai",3.5,15.600
"Teddy Boy","New Delhi","North Indian, Continental, Finger Food",3.9,15.600
"The Beer Cafe - BIGGIE","New Delhi","Finger Food, North Indian, Italian",3.8,16.250
"The Flying Saucer Cafe","New Delhi","Italian, Mediterranean, Continental, North Indian",3.9,19.500
"The Junkyard Cafe","New Delhi","North Indian, Mediterranean, Asian",3.9,19.500
"The Luggage Room Kitchen And Bar","New Delhi","North Indian, Continental, Fast Food",3.5,18.200
"The Rolling Joint","New Delhi","Fast Food",3.9,5.850
"The Vault Cafe","New Delhi","North Indian, Mediterranean, Asian, Continental",3.9,20.800
Veda,"New Delhi","North Indian, Mughlai",3.9,20.800
"Warehouse Cafe","New Delhi","American, Continental, Italian, North Indian, Asian",3.7,19.500
Zaffran,"New Delhi","North Indian, Mughlai",3.9,23.400
Zen,"New Delhi","Chinese, Japanese, Italian, Seafood",3.5,19.500
Zizo,"New Delhi","Lebanese, Mediterranean, Middle Eastern, Arabian",3.9,20.800
"Kettle & Kegs","New Delhi",Tea,0,2.600
"Ovenstory Pizza","New Delhi","Pizza, Fast Food",0,6.500
"Shree Hari Vaishnav Dhaba","New Delhi","North Indian",0,2.600
"38 Barracks","New Delhi","North Indian, Italian, Asian, American",4.4,20.800
"Ambrosia Bliss","New Delhi","North Indian, Chinese, Italian, Continental",4,23.400
"Ardor 2.1","New Delhi","North Indian, Chinese, Continental, Italian",4.1,26.000
"Barbeque Nation","New Delhi","North Indian, Chinese",4.1,20.800
"Bikkgane Biryani","New Delhi","Biryani, North Indian, Hyderabadi",4.1,10.400
"Biryani Blues","New Delhi","Biryani, Hyderabadi",4,13.000
"Caffe 9","New Delhi","North Indian, Chinese, Italian, American, Middle Eastern",4.2,26.000
"Excuse Me Boss","New Delhi","Continental, North Indian, Chinese, Mediterranean",4.1,23.400
"Fa Yian","New Delhi",Chinese,4,15.600
"Farzi Cafe","New Delhi","Modern Indian",4.4,28.600
"Fuji Japanese Restaurant","New Delhi",Japanese,4,26.000
"Healthy Routes","New Delhi","Healthy Food, Continental, Italian",4,10.400
HotMess,"New Delhi","North Indian, Mediterranean, Asian, Fast Food",4.3,24.700
"House of Commons","New Delhi","Continental, Mediterranean, Italian, North Indian",4,18.200
"Johnny Rockets","New Delhi","Fast Food, American, Burger",4,13.000
"Odeon Social","New Delhi","Continental, American, Asian, North Indian",4.1,20.800
"Pebble Street","New Delhi","Italian, Mexican, Continental, North Indian, Finger Food",4,23.400
"Piali - The Curry Bistro","New Delhi","Asian, North Indian",4.1,15.600
"Saravana Bhavan","New Delhi","South Indian",4.3,6.500
"Smoke On Water","New Delhi","Continental, Mexican, Burger, American, Pizza, Tex-Mex",4.1,16.900
Starbucks,"New Delhi",Cafe,4.1,9.100
"The Darzi Bar & Kitchen","New Delhi","North Indian, European",4.1,19.500
"The G.T. Road","New Delhi","North Indian, Afghani, Mughlai",4.3,19.500
"The Town House Cafe","New Delhi","Continental, North Indian, Italian, Asian",4,27.300
"United Coffee House","New Delhi","North Indian, European, Asian, Mediterranean",4.1,28.600
"Unplugged Courtyard","New Delhi","North Indian, Continental",4,20.800
"Wenger's Deli","New Delhi","Bakery, Desserts, Fast Food",4.3,5.200
Wenger's,"New Delhi","Bakery, Fast Food, Desserts",4.3,5.200
"{Niche} - Cafe & Bar","New Delhi","North Indian, Chinese, Italian, Continental",4.1,19.500
"Chicken Minar","New Delhi","North Indian, Chinese",2.6,7.150
"G Lounge","New Delhi","North Indian, Chinese",3.2,24.700
"Gyms Kook","New Delhi","Continental, Italian",3.3,13.000
"Burger Joint","New Delhi","Fast Food, Burger",3.5,3.900
"Eleven to Eleven","New Delhi","North Indian, Chinese",3.1,10.400
"Le Chef","New Delhi","North Indian, Chinese, South Indian, Fast Food",3.3,10.400
McDonald's,"New Delhi","Fast Food, Burger",3.4,6.500
"The Buffet Wagon","New Delhi","North Indian",3.3,12.350
Haldiram's,"New Delhi","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.5,7.800
"Connexions Bar - Crowne Plaza","New Delhi","Finger Food",3.5,32.500
"Deli - Crowne Plaza","New Delhi","Bakery, Desserts, Fast Food",3.7,13.000
"Lobby Lounge - Crowne Plaza","New Delhi","Finger Food",3.2,26.000
"Infinity - Crowne Plaza","New Delhi","Italian, North Indian, Continental",3.5,39.000
"Fiery Grills","New Delhi","North Indian, Chinese, Continental",3.3,13.000
McDonald's,"New Delhi","Fast Food, Burger",3.4,6.500
"Cafe Desire","New Delhi","North Indian, Chinese, Finger Food",3.5,13.000
Haldiram's,"New Delhi","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.7,7.150
"Kake Di Hatti","New Delhi","North Indian",3.5,5.200
"Akash Deep","New Delhi","North Indian, South Indian, Chinese, Fast Food",2.8,7.800
"Al Saad Foods","New Delhi","North Indian, Fast Food",3.2,5.200
"Cafe Coffee Day","New Delhi",Cafe,2.8,5.850
Chandrika,"New Delhi","North Indian",2.9,5.200
Dawat-E-Chaman,"New Delhi","North Indian, Mughlai",3.4,5.200
"Kallu Nihari","New Delhi",Mughlai,3,1.950
"King Bikaneri","New Delhi","North Indian, Chinese, Fast Food, South Indian",2.9,5.200
"Manchanda Bakery","New Delhi","Bakery, Fast Food",3.1,2.600
McDonald's,"New Delhi","Fast Food, Burger",2.8,6.500
"Mehta Restaurant","New Delhi","Street Food, Mithai",3.2,1.950
"Shree Jee Rasoi","New Delhi","North Indian, Chinese",3,6.500
"Taj Snacks","New Delhi","South Indian",3,2.600
Zaika,"New Delhi","North Indian, Chinese, Mughlai",3.4,7.800
"Bagli's Kitchen","New Delhi",Parsi,3.7,6.500
"Bhaja Govindam","New Delhi","North Indian, South Indian",3.8,9.100
"Changezi Chicken","New Delhi","North Indian, Mughlai",3.7,6.500
"Dilli Gate","New Delhi","North Indian, Chinese, Mughlai",3.5,6.500
"Jahangeer Foods","New Delhi","North Indian, Mughlai",3.8,7.800
"Moti Mahal","New Delhi","North Indian, Chinese",3.6,14.300
